Date,Index Category,Sub Category,Region, Plow , Index , Phigh ,type
10/1/2018,Chemical,Biocide,Permian, 80.33 , 100.71 , 111.42 ,Normalized Price
11/1/2018,Chemical,Biocide,Permian, 80.46 , 100.62 , 111.32 ,Normalized Price
12/1/2018,Chemical,Biocide,Permian, 80.56 , 100.15 , 111.24 ,Normalized Price
1/1/2019,Chemical,Biocide,Permian, 80.64 , 99.98 , 111.17 ,Normalized Price
2/1/2019,Chemical,Biocide,Permian, 80.71 , 101.28 , 111.12 ,Normalized Price
3/1/2019,Chemical,Biocide,Permian, 80.76 , 101.38 , 111.08 ,Normalized Price
4/1/2019,Chemical,Biocide,Permian, 82.12 , 101.40 , 111.05 ,Normalized Price
5/1/2019,Chemical,Biocide,Permian, 83.45 , 102.41 , 111.02 ,Normalized Price
6/1/2019,Chemical,Biocide,Permian, 80.64 , 102.42 , 111.00 ,Normalized Price
7/1/2019,Chemical,Biocide,Permian, 79.09 , 101.07 , 110.98 ,Normalized Price
8/1/2019,Chemical,Biocide,Permian, 77.16 , 100.36 , 110.97 ,Normalized Price
9/1/2019,Chemical,Biocide,Permian, 75.61 , 99.79 , 110.96 ,Normalized Price
10/1/2019,Chemical,Biocide,Permian, 75.07 , 101.13 , 110.95 ,Normalized Price
11/1/2019,Chemical,Biocide,Permian, 73.94 , 99.70 , 110.94 ,Normalized Price
12/1/2019,Chemical,Biocide,Permian, 74.11 , 99.27 , 110.94 ,Normalized Price
1/1/2020,Chemical,Biocide,Permian, 76.71 , 101.59 , 110.93 ,Normalized Price
2/1/2020,Chemical,Biocide,Permian, 76.33 , 100.80 , 110.93 ,Normalized Price
3/1/2020,Chemical,Biocide,Permian, 76.02 , 99.71 , 110.93 ,Normalized Price
4/1/2020,Chemical,Biocide,Permian, 76.69 , 100.13 , 110.92 ,Normalized Price
5/1/2020,Chemical,Biocide,Permian, 75.24 , 99.32 , 110.92 ,Normalized Price
6/1/2020,Chemical,Biocide,Permian, 73.96 , 98.68 , 110.92 ,Normalized Price
7/1/2020,Chemical,Biocide,Permian, 73.06 , 98.16 , 110.92 ,Normalized Price
8/1/2020,Chemical,Biocide,Permian, 72.22 , 97.33 , 110.92 ,Normalized Price
9/1/2020,Chemical,Biocide,Permian, 71.66 , 96.67 , 110.92 ,Normalized Price
10/1/2020,Chemical,Biocide,Permian, 71.21 , 96.21 , 110.92 ,Normalized Price
11/1/2020,Chemical,Biocide,Permian, 70.95 , 96.60 , 111.53 ,Normalized Price
12/1/2020,Chemical,Biocide,Permian, 69.89 , 94.14 , 112.02 ,Normalized Price
1/1/2021,Chemical,Biocide,Permian, 71.44 , 96.33 , 112.41 ,Normalized Price
2/1/2021,Chemical,Biocide,Permian, 71.04 , 97.40 , 112.72 ,Normalized Price
3/1/2021,Chemical,Biocide,Permian, 70.72 , 98.14 , 112.97 ,Normalized Price
4/1/2021,Chemical,Biocide,Permian, 70.46 , 99.37 , 112.56 ,Normalized Price
5/1/2021,Chemical,Biocide,Permian, 70.95 , 100.97 , 112.29 ,Normalized Price
6/1/2021,Chemical,Biocide,Permian, 72.92 , 102.25 , 112.02 ,Normalized Price
7/1/2021,Chemical,Biocide,Permian, 72.92 , 101.89 , 111.80 ,Normalized Price
8/1/2021,Chemical,Biocide,Permian, 72.91 , 102.81 , 111.62 ,Normalized Price
9/1/2021,Chemical,Biocide,Permian, 74.42 , 102.35 , 111.48 ,Normalized Price
10/1/2021,Chemical,Biocide,Permian, 74.80 , 100.78 , 111.37 ,Normalized Price
11/1/2021,Chemical,Biocide,Permian, 73.15 , 97.76 , 111.28 ,Normalized Price
12/1/2021,Chemical,Biocide,Permian, 72.88 , 95.34 , 111.20 ,Normalized Price
1/1/2022,Chemical,Biocide,Permian, 73.57 , 94.48 , 111.15 ,Normalized Price
2/1/2022,Chemical,Biocide,Permian, 73.49 , 92.72 , 111.10 ,Normalized Price
3/1/2022,Chemical,Biocide,Permian, 73.76 , 91.79 , 111.67 ,Normalized Price
4/1/2022,Chemical,Biocide,Permian, 73.96 , 91.08 , 111.73 ,Normalized Price
1/1/2018,Chemical,Friction Reducer,Permian, 63.32 , 100.00 , 164.30 ,Normalized Price
2/1/2018,Chemical,Friction Reducer,Permian, 62.64 , 101.67 , 166.39 ,Normalized Price
3/1/2018,Chemical,Friction Reducer,Permian, 63.38 , 100.91 , 166.67 ,Normalized Price
4/1/2018,Chemical,Friction Reducer,Permian, 63.44 , 99.48 , 165.75 ,Normalized Price
5/1/2018,Chemical,Friction Reducer,Permian, 63.34 , 99.67 , 166.76 ,Normalized Price
6/1/2018,Chemical,Friction Reducer,Permian, 62.40 , 94.12 , 161.37 ,Normalized Price
7/1/2018,Chemical,Friction Reducer,Permian, 61.65 , 89.74 , 157.07 ,Normalized Price
8/1/2018,Chemical,Friction Reducer,Permian, 63.03 , 89.90 , 157.57 ,Normalized Price
9/1/2018,Chemical,Friction Reducer,Permian, 62.15 , 89.44 , 154.03 ,Normalized Price
10/1/2018,Chemical,Friction Reducer,Permian, 63.63 , 89.07 , 153.98 ,Normalized Price
11/1/2018,Chemical,Friction Reducer,Permian, 63.28 , 90.83 , 153.95 ,Normalized Price
12/1/2018,Chemical,Friction Reducer,Permian, 63.13 , 88.33 , 151.12 ,Normalized Price
1/1/2019,Chemical,Friction Reducer,Permian, 60.90 , 87.58 , 150.26 ,Normalized Price
2/1/2019,Chemical,Friction Reducer,Permian, 58.20 , 85.45 , 145.38 ,Normalized Price
3/1/2019,Chemical,Friction Reducer,Permian, 56.97 , 85.88 , 144.27 ,Normalized Price
4/1/2019,Chemical,Friction Reducer,Permian, 55.05 , 84.36 , 143.38 ,Normalized Price
5/1/2019,Chemical,Friction Reducer,Permian, 57.58 , 85.01 , 142.67 ,Normalized Price
6/1/2019,Chemical,Friction Reducer,Permian, 56.47 , 83.67 , 134.62 ,Normalized Price
7/1/2019,Chemical,Friction Reducer,Permian, 54.18 , 82.29 , 128.67 ,Normalized Price
8/1/2019,Chemical,Friction Reducer,Permian, 52.16 , 81.21 , 123.91 ,Normalized Price
9/1/2019,Chemical,Friction Reducer,Permian, 51.09 , 80.48 , 122.62 ,Normalized Price
10/1/2019,Chemical,Friction Reducer,Permian, 49.40 , 80.04 , 121.59 ,Normalized Price
11/1/2019,Chemical,Friction Reducer,Permian, 48.85 , 79.69 , 119.64 ,Normalized Price
12/1/2019,Chemical,Friction Reducer,Permian, 46.95 , 78.16 , 118.09 ,Normalized Price
1/1/2020,Chemical,Friction Reducer,Permian, 44.14 , 75.21 , 114.55 ,Normalized Price
2/1/2020,Chemical,Friction Reducer,Permian, 44.70 , 73.52 , 116.81 ,Normalized Price
3/1/2020,Chemical,Friction Reducer,Permian, 45.16 , 74.16 , 118.61 ,Normalized Price
4/1/2020,Chemical,Friction Reducer,Permian, 44.37 , 71.24 , 113.81 ,Normalized Price
5/1/2020,Chemical,Friction Reducer,Permian, 43.15 , 69.57 , 111.13 ,Normalized Price
6/1/2020,Chemical,Friction Reducer,Permian, 40.40 , 63.91 , 106.56 ,Normalized Price
7/1/2020,Chemical,Friction Reducer,Permian, 41.47 , 65.26 , 110.42 ,Normalized Price
8/1/2020,Chemical,Friction Reducer,Permian, 41.42 , 64.45 , 109.31 ,Normalized Price
9/1/2020,Chemical,Friction Reducer,Permian, 38.45 , 63.75 , 108.90 ,Normalized Price
10/1/2020,Chemical,Friction Reducer,Permian, 36.90 , 60.72 , 105.30 ,Normalized Price
11/1/2020,Chemical,Friction Reducer,Permian, 37.67 , 59.41 , 105.21 ,Normalized Price
12/1/2020,Chemical,Friction Reducer,Permian, 38.60 , 58.65 , 98.15 ,Normalized Price
1/1/2021,Chemical,Friction Reducer,Permian, 39.34 , 58.03 , 93.20 ,Normalized Price
2/1/2021,Chemical,Friction Reducer,Permian, 39.62 , 57.54 , 91.70 ,Normalized Price
3/1/2021,Chemical,Friction Reducer,Permian, 37.64 , 56.66 , 88.05 ,Normalized Price
4/1/2021,Chemical,Friction Reducer,Permian, 37.76 , 56.44 , 85.40 ,Normalized Price
5/1/2021,Chemical,Friction Reducer,Permian, 38.04 , 57.96 , 89.29 ,Normalized Price
6/1/2021,Chemical,Friction Reducer,Permian, 40.29 , 58.89 , 93.81 ,Normalized Price
7/1/2021,Chemical,Friction Reducer,Permian, 39.57 , 58.63 , 94.64 ,Normalized Price
8/1/2021,Chemical,Friction Reducer,Permian, 37.50 , 58.79 , 95.28 ,Normalized Price
9/1/2021,Chemical,Friction Reducer,Permian, 35.85 , 58.57 , 95.80 ,Normalized Price
10/1/2021,Chemical,Friction Reducer,Permian, 38.16 , 59.30 , 96.30 ,Normalized Price
11/1/2021,Chemical,Friction Reducer,Permian, 37.20 , 59.32 , 93.26 ,Normalized Price
12/1/2021,Chemical,Friction Reducer,Permian, 39.24 , 59.55 , 93.11 ,Normalized Price
1/1/2022,Chemical,Friction Reducer,Permian, 41.79 , 62.33 , 95.46 ,Normalized Price
2/1/2022,Chemical,Friction Reducer,Permian, 43.84 , 64.29 , 97.34 ,Normalized Price
3/1/2022,Chemical,Friction Reducer,Permian, 45.72 , 66.46 , 98.02 ,Normalized Price
4/1/2022,Chemical,Friction Reducer,Permian, 47.07 , 67.89 , 99.12 ,Normalized Price
1/1/2018,Chemical,Corrosion Inhibitor,Permian, 77.93 , 100.00 , 120.83 ,Normalized Price
2/1/2018,Chemical,Corrosion Inhibitor,Permian, 77.93 , 100.00 , 120.33 ,Normalized Price
3/1/2018,Chemical,Corrosion Inhibitor,Permian, 77.93 , 100.00 , 119.31 ,Normalized Price
4/1/2018,Chemical,Corrosion Inhibitor,Permian, 77.93 , 100.00 , 118.50 ,Normalized Price
5/1/2018,Chemical,Corrosion Inhibitor,Permian, 76.64 , 100.00 , 117.28 ,Normalized Price
6/1/2018,Chemical,Corrosion Inhibitor,Permian, 75.61 , 100.00 , 117.45 ,Normalized Price
7/1/2018,Chemical,Corrosion Inhibitor,Permian, 75.52 , 100.00 , 117.28 ,Normalized Price
8/1/2018,Chemical,Corrosion Inhibitor,Permian, 76.00 , 100.00 , 117.55 ,Normalized Price
9/1/2018,Chemical,Corrosion Inhibitor,Permian, 77.44 , 100.00 , 117.36 ,Normalized Price
10/1/2018,Chemical,Corrosion Inhibitor,Permian, 77.54 , 100.00 , 117.20 ,Normalized Price
11/1/2018,Chemical,Corrosion Inhibitor,Permian, 77.62 , 100.00 , 117.08 ,Normalized Price
12/1/2018,Chemical,Corrosion Inhibitor,Permian, 77.68 , 100.00 , 117.39 ,Normalized Price
1/1/2019,Chemical,Corrosion Inhibitor,Permian, 77.73 , 100.00 , 118.08 ,Normalized Price
2/1/2019,Chemical,Corrosion Inhibitor,Permian, 77.98 , 100.33 , 118.63 ,Normalized Price
3/1/2019,Chemical,Corrosion Inhibitor,Permian, 78.73 , 100.60 , 118.22 ,Normalized Price
4/1/2019,Chemical,Corrosion Inhibitor,Permian, 79.34 , 100.48 , 116.75 ,Normalized Price
5/1/2019,Chemical,Corrosion Inhibitor,Permian, 79.95 , 100.55 , 116.72 ,Normalized Price
6/1/2019,Chemical,Corrosion Inhibitor,Permian, 79.75 , 100.60 , 115.76 ,Normalized Price
7/1/2019,Chemical,Corrosion Inhibitor,Permian, 79.55 , 100.65 , 114.78 ,Normalized Price
8/1/2019,Chemical,Corrosion Inhibitor,Permian, 79.99 , 100.21 , 113.38 ,Normalized Price
9/1/2019,Chemical,Corrosion Inhibitor,Permian, 79.75 , 98.78 , 111.84 ,Normalized Price
10/1/2019,Chemical,Corrosion Inhibitor,Permian, 79.55 , 99.19 , 112.79 ,Normalized Price
11/1/2019,Chemical,Corrosion Inhibitor,Permian, 79.58 , 99.52 , 113.55 ,Normalized Price
12/1/2019,Chemical,Corrosion Inhibitor,Permian, 79.60 , 99.78 , 114.16 ,Normalized Price
1/1/2020,Chemical,Corrosion Inhibitor,Permian, 79.43 , 99.82 , 113.50 ,Normalized Price
2/1/2020,Chemical,Corrosion Inhibitor,Permian, 79.30 , 98.10 , 111.63 ,Normalized Price
3/1/2020,Chemical,Corrosion Inhibitor,Permian, 79.42 , 97.11 , 110.59 ,Normalized Price
4/1/2020,Chemical,Corrosion Inhibitor,Permian, 79.66 , 97.25 , 110.36 ,Normalized Price
5/1/2020,Chemical,Corrosion Inhibitor,Permian, 79.31 , 95.69 , 109.57 ,Normalized Price
6/1/2020,Chemical,Corrosion Inhibitor,Permian, 78.74 , 94.44 , 108.49 ,Normalized Price
7/1/2020,Chemical,Corrosion Inhibitor,Permian, 77.83 , 91.90 , 107.12 ,Normalized Price
8/1/2020,Chemical,Corrosion Inhibitor,Permian, 77.11 , 89.79 , 105.39 ,Normalized Price
9/1/2020,Chemical,Corrosion Inhibitor,Permian, 76.53 , 88.10 , 102.40 ,Normalized Price
10/1/2020,Chemical,Corrosion Inhibitor,Permian, 76.06 , 86.54 , 99.81 ,Normalized Price
11/1/2020,Chemical,Corrosion Inhibitor,Permian, 75.69 , 85.32 , 97.34 ,Normalized Price
12/1/2020,Chemical,Corrosion Inhibitor,Permian, 75.39 , 84.52 , 95.36 ,Normalized Price
1/1/2021,Chemical,Corrosion Inhibitor,Permian, 75.17 , 83.89 , 95.54 ,Normalized Price
2/1/2021,Chemical,Corrosion Inhibitor,Permian, 75.23 , 83.59 , 95.69 ,Normalized Price
3/1/2021,Chemical,Corrosion Inhibitor,Permian, 75.14 , 83.22 , 94.04 ,Normalized Price
4/1/2021,Chemical,Corrosion Inhibitor,Permian, 75.31 , 82.93 , 93.37 ,Normalized Price
5/1/2021,Chemical,Corrosion Inhibitor,Permian, 74.26 , 82.61 , 92.79 ,Normalized Price
6/1/2021,Chemical,Corrosion Inhibitor,Permian, 73.41 , 82.36 , 93.92 ,Normalized Price
7/1/2021,Chemical,Corrosion Inhibitor,Permian, 72.74 , 82.16 , 92.86 ,Normalized Price
8/1/2021,Chemical,Corrosion Inhibitor,Permian, 72.20 , 82.00 , 91.96 ,Normalized Price
9/1/2021,Chemical,Corrosion Inhibitor,Permian, 73.43 , 82.80 , 91.50 ,Normalized Price
10/1/2021,Chemical,Corrosion Inhibitor,Permian, 73.61 , 83.44 , 91.91 ,Normalized Price
11/1/2021,Chemical,Corrosion Inhibitor,Permian, 73.97 , 84.43 , 92.25 ,Normalized Price
12/1/2021,Chemical,Corrosion Inhibitor,Permian, 73.19 , 85.06 , 92.51 ,Normalized Price
1/1/2022,Chemical,Corrosion Inhibitor,Permian, 73.22 , 86.31 , 92.79 ,Normalized Price
2/1/2022,Chemical,Corrosion Inhibitor,Permian, 72.84 , 87.18 , 93.30 ,Normalized Price
3/1/2022,Chemical,Corrosion Inhibitor,Permian, 72.53 , 88.25 , 94.20 ,Normalized Price
4/1/2022,Chemical,Corrosion Inhibitor,Permian, 72.42 , 88.90 , 94.50 ,Normalized Price
1/1/2018,Chemical,Surfactant,Permian, 89.14 , 100.00 , 167.68 ,Normalized Price
2/1/2018,Chemical,Surfactant,Permian, 89.14 , 101.83 , 165.90 ,Normalized Price
3/1/2018,Chemical,Surfactant,Permian, 89.14 , 103.29 , 166.28 ,Normalized Price
4/1/2018,Chemical,Surfactant,Permian, 89.14 , 105.19 , 168.32 ,Normalized Price
5/1/2018,Chemical,Surfactant,Permian, 89.14 , 106.71 , 170.07 ,Normalized Price
6/1/2018,Chemical,Surfactant,Permian, 89.14 , 107.93 , 169.90 ,Normalized Price
7/1/2018,Chemical,Surfactant,Permian, 89.14 , 108.90 , 169.81 ,Normalized Price
8/1/2018,Chemical,Surfactant,Permian, 89.14 , 109.68 , 169.78 ,Normalized Price
9/1/2018,Chemical,Surfactant,Permian, 89.14 , 110.30 , 170.34 ,Normalized Price
10/1/2018,Chemical,Surfactant,Permian, 86.48 , 108.24 , 171.19 ,Normalized Price
11/1/2018,Chemical,Surfactant,Permian, 87.01 , 110.82 , 171.88 ,Normalized Price
12/1/2018,Chemical,Surfactant,Permian, 87.43 , 111.50 , 172.43 ,Normalized Price
1/1/2019,Chemical,Surfactant,Permian, 87.78 , 112.73 , 172.05 ,Normalized Price
2/1/2019,Chemical,Surfactant,Permian, 88.05 , 112.74 , 172.16 ,Normalized Price
3/1/2019,Chemical,Surfactant,Permian, 85.44 , 106.70 , 171.58 ,Normalized Price
4/1/2019,Chemical,Surfactant,Permian, 83.36 , 101.86 , 158.59 ,Normalized Price
5/1/2019,Chemical,Surfactant,Permian, 81.69 , 98.00 , 151.46 ,Normalized Price
6/1/2019,Chemical,Surfactant,Permian, 80.36 , 94.90 , 143.17 ,Normalized Price
7/1/2019,Chemical,Surfactant,Permian, 79.29 , 92.43 , 133.57 ,Normalized Price
8/1/2019,Chemical,Surfactant,Permian, 78.44 , 90.45 , 135.64 ,Normalized Price
9/1/2019,Chemical,Surfactant,Permian, 77.76 , 88.86 , 131.70 ,Normalized Price
10/1/2019,Chemical,Surfactant,Permian, 77.21 , 90.38 , 135.71 ,Normalized Price
11/1/2019,Chemical,Surfactant,Permian, 76.77 , 88.81 , 129.79 ,Normalized Price
12/1/2019,Chemical,Surfactant,Permian, 76.42 , 87.55 , 125.05 ,Normalized Price
1/1/2020,Chemical,Surfactant,Permian, 76.14 , 86.55 , 121.26 ,Normalized Price
2/1/2020,Chemical,Surfactant,Permian, 75.92 , 86.99 , 122.95 ,Normalized Price
3/1/2020,Chemical,Surfactant,Permian, 75.74 , 88.88 , 120.36 ,Normalized Price
4/1/2020,Chemical,Surfactant,Permian, 75.15 , 87.49 , 116.66 ,Normalized Price
5/1/2020,Chemical,Surfactant,Permian, 74.64 , 85.96 , 112.65 ,Normalized Price
6/1/2020,Chemical,Surfactant,Permian, 74.23 , 84.74 , 109.44 ,Normalized Price
7/1/2020,Chemical,Surfactant,Permian, 73.90 , 84.18 , 107.25 ,Normalized Price
8/1/2020,Chemical,Surfactant,Permian, 73.64 , 83.73 , 105.50 ,Normalized Price
9/1/2020,Chemical,Surfactant,Permian, 73.43 , 83.18 , 104.10 ,Normalized Price
10/1/2020,Chemical,Surfactant,Permian, 73.26 , 82.75 , 102.98 ,Normalized Price
11/1/2020,Chemical,Surfactant,Permian, 73.13 , 82.17 , 102.08 ,Normalized Price
12/1/2020,Chemical,Surfactant,Permian, 73.02 , 81.94 , 101.37 ,Normalized Price
1/1/2021,Chemical,Surfactant,Permian, 72.93 , 81.94 , 101.64 ,Normalized Price
2/1/2021,Chemical,Surfactant,Permian, 72.86 , 81.94 , 103.31 ,Normalized Price
3/1/2021,Chemical,Surfactant,Permian, 73.30 , 82.05 , 104.65 ,Normalized Price
4/1/2021,Chemical,Surfactant,Permian, 73.64 , 82.15 , 103.42 ,Normalized Price
5/1/2021,Chemical,Surfactant,Permian, 73.92 , 82.22 , 108.42 ,Normalized Price
6/1/2021,Chemical,Surfactant,Permian, 74.14 , 82.17 , 113.64 ,Normalized Price
7/1/2021,Chemical,Surfactant,Permian, 74.32 , 82.24 , 116.60 ,Normalized Price
8/1/2021,Chemical,Surfactant,Permian, 74.46 , 83.05 , 119.25 ,Normalized Price
9/1/2021,Chemical,Surfactant,Permian, 74.57 , 84.00 , 115.10 ,Normalized Price
10/1/2021,Chemical,Surfactant,Permian, 74.66 , 84.77 , 113.52 ,Normalized Price
11/1/2021,Chemical,Surfactant,Permian, 74.74 , 85.38 , 112.26 ,Normalized Price
12/1/2021,Chemical,Surfactant,Permian, 74.79 , 85.86 , 111.25 ,Normalized Price
1/1/2022,Chemical,Surfactant,Permian, 75.59 , 87.21 , 116.82 ,Normalized Price
2/1/2022,Chemical,Surfactant,Permian, 76.23 , 88.29 , 121.88 ,Normalized Price
3/1/2022,Chemical,Surfactant,Permian, 76.74 , 89.15 , 125.32 ,Normalized Price
4/1/2022,Chemical,Surfactant,Permian, 77.15 , 89.83 , 128.07 ,Normalized Price
1/1/2018,Chemical,Scale Inhibitor,Permian, 87.40 , 100.00 , 133.86 ,Normalized Price
2/1/2018,Chemical,Scale Inhibitor,Permian, 86.85 , 99.79 , 133.57 ,Normalized Price
3/1/2018,Chemical,Scale Inhibitor,Permian, 87.23 , 99.58 , 133.77 ,Normalized Price
4/1/2018,Chemical,Scale Inhibitor,Permian, 87.54 , 100.13 , 133.93 ,Normalized Price
5/1/2018,Chemical,Scale Inhibitor,Permian, 87.43 , 101.47 , 134.42 ,Normalized Price
6/1/2018,Chemical,Scale Inhibitor,Permian, 85.84 , 100.12 , 131.52 ,Normalized Price
7/1/2018,Chemical,Scale Inhibitor,Permian, 86.43 , 101.89 , 129.19 ,Normalized Price
8/1/2018,Chemical,Scale Inhibitor,Permian, 87.01 , 102.03 , 127.34 ,Normalized Price
9/1/2018,Chemical,Scale Inhibitor,Permian, 85.50 , 101.41 , 125.85 ,Normalized Price
10/1/2018,Chemical,Scale Inhibitor,Permian, 83.26 , 103.70 , 126.92 ,Normalized Price
11/1/2018,Chemical,Scale Inhibitor,Permian, 83.99 , 104.76 , 128.22 ,Normalized Price
12/1/2018,Chemical,Scale Inhibitor,Permian, 84.95 , 106.68 , 130.04 ,Normalized Price
1/1/2019,Chemical,Scale Inhibitor,Permian, 85.71 , 107.91 , 131.96 ,Normalized Price
2/1/2019,Chemical,Scale Inhibitor,Permian, 88.53 , 112.57 , 136.66 ,Normalized Price
3/1/2019,Chemical,Scale Inhibitor,Permian, 89.31 , 112.63 , 139.24 ,Normalized Price
4/1/2019,Chemical,Scale Inhibitor,Permian, 89.52 , 114.46 , 142.48 ,Normalized Price
5/1/2019,Chemical,Scale Inhibitor,Permian, 90.11 , 115.92 , 145.07 ,Normalized Price
6/1/2019,Chemical,Scale Inhibitor,Permian, 90.57 , 117.38 , 146.51 ,Normalized Price
7/1/2019,Chemical,Scale Inhibitor,Permian, 90.95 , 118.26 , 145.48 ,Normalized Price
8/1/2019,Chemical,Scale Inhibitor,Permian, 91.47 , 120.85 , 144.65 ,Normalized Price
9/1/2019,Chemical,Scale Inhibitor,Permian, 92.63 , 122.97 , 143.99 ,Normalized Price
10/1/2019,Chemical,Scale Inhibitor,Permian, 92.59 , 122.73 , 142.92 ,Normalized Price
11/1/2019,Chemical,Scale Inhibitor,Permian, 92.56 , 120.18 , 141.31 ,Normalized Price
12/1/2019,Chemical,Scale Inhibitor,Permian, 92.54 , 118.62 , 140.43 ,Normalized Price
1/1/2020,Chemical,Scale Inhibitor,Permian, 92.52 , 119.25 , 140.09 ,Normalized Price
2/1/2020,Chemical,Scale Inhibitor,Permian, 92.50 , 118.14 , 139.46 ,Normalized Price
3/1/2020,Chemical,Scale Inhibitor,Permian, 92.49 , 117.37 , 138.95 ,Normalized Price
4/1/2020,Chemical,Scale Inhibitor,Permian, 90.64 , 112.44 , 138.55 ,Normalized Price
5/1/2020,Chemical,Scale Inhibitor,Permian, 89.36 , 107.97 , 136.83 ,Normalized Price
6/1/2020,Chemical,Scale Inhibitor,Permian, 87.87 , 104.39 , 135.70 ,Normalized Price
7/1/2020,Chemical,Scale Inhibitor,Permian, 86.98 , 101.53 , 134.86 ,Normalized Price
8/1/2020,Chemical,Scale Inhibitor,Permian, 86.40 , 99.85 , 134.86 ,Normalized Price
9/1/2020,Chemical,Scale Inhibitor,Permian, 83.34 , 97.90 , 134.12 ,Normalized Price
10/1/2020,Chemical,Scale Inhibitor,Permian, 80.31 , 96.19 , 130.92 ,Normalized Price
11/1/2020,Chemical,Scale Inhibitor,Permian, 76.47 , 93.91 , 126.84 ,Normalized Price
12/1/2020,Chemical,Scale Inhibitor,Permian, 74.91 , 93.00 , 123.95 ,Normalized Price
1/1/2021,Chemical,Scale Inhibitor,Permian, 74.15 , 92.42 , 124.87 ,Normalized Price
2/1/2021,Chemical,Scale Inhibitor,Permian, 73.54 , 91.95 , 125.61 ,Normalized Price
3/1/2021,Chemical,Scale Inhibitor,Permian, 73.05 , 91.43 , 123.32 ,Normalized Price
4/1/2021,Chemical,Scale Inhibitor,Permian, 72.66 , 91.73 , 125.63 ,Normalized Price
5/1/2021,Chemical,Scale Inhibitor,Permian, 72.35 , 91.97 , 124.13 ,Normalized Price
6/1/2021,Chemical,Scale Inhibitor,Permian, 72.10 , 93.32 , 127.42 ,Normalized Price
7/1/2021,Chemical,Scale Inhibitor,Permian, 71.65 , 93.67 , 130.05 ,Normalized Price
8/1/2021,Chemical,Scale Inhibitor,Permian, 71.56 , 93.95 , 130.28 ,Normalized Price
9/1/2021,Chemical,Scale Inhibitor,Permian, 75.21 , 95.76 , 132.34 ,Normalized Price
10/1/2021,Chemical,Scale Inhibitor,Permian, 78.30 , 97.48 , 134.00 ,Normalized Price
11/1/2021,Chemical,Scale Inhibitor,Permian, 80.60 , 97.93 , 136.73 ,Normalized Price
12/1/2021,Chemical,Scale Inhibitor,Permian, 82.44 , 97.39 , 135.26 ,Normalized Price
1/1/2022,Chemical,Scale Inhibitor,Permian, 83.75 , 96.97 , 134.09 ,Normalized Price
2/1/2022,Chemical,Scale Inhibitor,Permian, 85.02 , 97.83 , 136.80 ,Normalized Price
3/1/2022,Chemical,Scale Inhibitor,Permian, 85.94 , 96.98 , 136.54 ,Normalized Price
4/1/2022,Chemical,Scale Inhibitor,Permian, 86.66 , 96.93 , 136.73 ,Normalized Price
1/1/2018,Chemical,Acid,Permian, 35.71 , 100.00 , 178.14 ,Normalized Price
2/1/2018,Chemical,Acid,Permian, 35.71 , 100.78 , 178.35 ,Normalized Price
3/1/2018,Chemical,Acid,Permian, 35.71 , 98.81 , 177.88 ,Normalized Price
4/1/2018,Chemical,Acid,Permian, 35.71 , 100.08 , 178.15 ,Normalized Price
5/1/2018,Chemical,Acid,Permian, 35.71 , 100.85 , 178.36 ,Normalized Price
6/1/2018,Chemical,Acid,Permian, 35.71 , 98.86 , 178.53 ,Normalized Price
7/1/2018,Chemical,Acid,Permian, 46.75 , 100.78 , 178.67 ,Normalized Price
8/1/2018,Chemical,Acid,Permian, 46.75 , 99.97 , 172.29 ,Normalized Price
9/1/2018,Chemical,Acid,Permian, 44.55 , 98.16 , 167.18 ,Normalized Price
10/1/2018,Chemical,Acid,Permian, 42.78 , 99.57 , 163.10 ,Normalized Price
11/1/2018,Chemical,Acid,Permian, 44.48 , 101.34 , 166.32 ,Normalized Price
12/1/2018,Chemical,Acid,Permian, 53.77 , 110.42 , 172.02 ,Normalized Price
1/1/2019,Chemical,Acid,Permian, 61.20 , 114.70 , 173.46 ,Normalized Price
2/1/2019,Chemical,Acid,Permian, 69.87 , 121.11 , 189.42 ,Normalized Price
3/1/2019,Chemical,Acid,Permian, 74.07 , 124.16 , 189.97 ,Normalized Price
4/1/2019,Chemical,Acid,Permian, 78.74 , 128.68 , 202.63 ,Normalized Price
5/1/2019,Chemical,Acid,Permian, 81.17 , 130.22 , 197.95 ,Normalized Price
6/1/2019,Chemical,Acid,Permian, 81.30 , 130.54 , 193.81 ,Normalized Price
7/1/2019,Chemical,Acid,Permian, 83.22 , 130.79 , 205.70 ,Normalized Price
8/1/2019,Chemical,Acid,Permian, 84.76 , 132.56 , 213.26 ,Normalized Price
9/1/2019,Chemical,Acid,Permian, 80.54 , 127.86 , 199.96 ,Normalized Price
10/1/2019,Chemical,Acid,Permian, 76.64 , 126.84 , 205.42 ,Normalized Price
11/1/2019,Chemical,Acid,Permian, 73.52 , 122.51 , 196.81 ,Normalized Price
12/1/2019,Chemical,Acid,Permian, 74.40 , 122.55 , 189.91 ,Normalized Price
1/1/2020,Chemical,Acid,Permian, 72.51 , 120.38 , 181.28 ,Normalized Price
2/1/2020,Chemical,Acid,Permian, 70.34 , 119.03 , 177.49 ,Normalized Price
3/1/2020,Chemical,Acid,Permian, 69.26 , 117.95 , 180.82 ,Normalized Price
4/1/2020,Chemical,Acid,Permian, 67.49 , 119.04 , 180.50 ,Normalized Price
5/1/2020,Chemical,Acid,Permian, 65.94 , 117.05 , 180.25 ,Normalized Price
